DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,avg_secchi,max_secchi,roaddensity_density_mperha,ACCESS.Curr,MIROC5.Curr,IPSL.Curr,GFDL.Curr,MRI.Curr,ACCESS.Futr,MIROC5.Futr,IPSL.Futr,GFDL.Futr,MRI.Futr,ACCESS.domain,MIROC5.domain,IPSL.domain,GFDL.domain,MRI.domain,ACCESS.GAMk3.CurrPred,GFDL.GAMk3.CurrPred,IPSL.GAMk3.CurrPred,MIROC5.GAMk3.CurrPred,MRI.GAMk3.CurrPred,ACCESS.GAMk3.FutrPred,GFDL.GAMk3.FutrPred,IPSL.GAMk3.FutrPred,MIROC5.GAMk3.FutrPred,MRI.GAMk3.FutrPred,ACCESS.GAMk10.CurrPred,GFDL.GAMk10.CurrPred,IPSL.GAMk10.CurrPred,MIROC5.GAMk10.CurrPred,MRI.GAMk10.CurrPred,ACCESS.GAMk10.FutrPred,GFDL.GAMk10.FutrPred,IPSL.GAMk10.FutrPred,MIROC5.GAMk10.FutrPred,MRI.GAMk10.FutrPred,ACCESS.RF.CurrPred,GFDL.RF.CurrPred,IPSL.RF.CurrPred,MIROC5.RF.CurrPred,MRI.RF.CurrPred,ACCESS.RF.FutrPred,GFDL.RF.FutrPred,IPSL.RF.FutrPred,MIROC5.RF.FutrPred,MRI.RF.FutrPred,bestmodel.bayesian.meanCurrPreds,bestmodel.bayesian.varCurrPreds,bestmodel.bayesian.meanFutrPreds,bestmodel.bayesian.varFutrPreds
1006200,Lake or Pond,478161.8144,5178526.958,Aitkin,Y,0,1.273618272,3.333333333,59.9015,1642.736901,1659.317582,1660.654589,1657.775416,1554.746897,2049.131934,2144.603317,2050.830435,1908.762302,1896.911238,Analog,Analog,Analog,Analog,Analog,0.12950255,0.132399089,0.135344536,0.12016508,0.134856088,0.964193211,0.719850771,0.97164781,0.987554553,0.942417893,0.062224739,0.059631382,0.063770378,0.057328091,0.066226023,0.930838399,0.819356741,0.936258308,0.930882101,0.930548865,0.207773333,0.187366667,0.188626667,0.19759,0.183246667,0.955836667,0.83439,0.956926667,0.955346667,0.927866667,0.075770634,0.001000882,0.933146762,5.20E-04
1010400,Lake or Pond,458297.0716,5163659.077,Aitkin,Y,1,2.225896296,3.1,37.9678,1727.236824,1737.933376,1736.237002,1735.575177,1631.397504,2135.511171,2239.607862,2140.67691,1992.239073,1973.808146,Analog,Analog,Analog,Analog,Analog,0.264912529,0.257479123,0.273848479,0.250924529,0.284259074,0.992179146,0.913472259,0.994842407,0.997825399,0.986927037,0.227526279,0.21020426,0.241236469,0.217292772,0.258393236,0.951906802,0.947403232,0.954238226,0.947911975,0.960829848,0.63694,0.547363333,0.553823333,0.567613333,0.553376667,0.893526667,0.919133333,0.885016667,0.872133333,0.90723,0.233032671,0.001836702,0.956132114,8.35E-04
1015700,Lake or Pond,440638.8309,5133864.451,Aitkin,Y,0,3.751983118,6.5,33.541,1551.910786,1566.456673,1567.915031,1561.256641,1456.328543,1964.831791,2051.829077,1967.441239,1816.0165,1800.237945,Analog,Analog,Analog,Analog,Analog,0.155259819,0.153258717,0.155007552,0.158968171,0.154266256,0.939350311,0.613595806,0.948549001,0.978260274,0.884828617,0.132945562,0.133404783,0.128484751,0.132728708,0.127003745,0.96853377,0.701094644,0.972737089,0.979832017,0.950519918,0.03486,0.034706667,0.063286667,0.0347,0.08982,0.94382,0.723846667,0.93763,0.915996667,0.930523333,0.131594313,9.46E-04,0.951919315,5.29E-04
1020400,Lake or Pond,438034.8405,5131543.537,Aitkin,Y,0,3.542339277,5.9,34.3914,1556.520426,1575.2034,1583.457328,1575.904947,1467.413418,1979.073826,2066.681663,1983.365157,1832.835602,1813.162562,Analog,Analog,Analog,Analog,Analog,0.149991594,0.154786707,0.158310791,0.15569359,0.153947288,0.947698152,0.648131946,0.957530747,0.981487785,0.898323968,0.125002137,0.122881043,0.119861069,0.12425353,0.119178119,0.969662158,0.759071065,0.973852815,0.979173721,0.955993705,0.021736667,0.021396667,0.019196667,0.03656,0.022083333,0.93209,0.752666667,0.917306667,0.915406667,0.92463,0.124637221,8.26E-04,0.956545917,4.30E-04
2000300,Lake or Pond,496849.0276,4996730.893,Anoka,Y,1,3.235489855,5.7,72.6983,1798.522816,1832.122308,1790.6551,1813.105195,1682.478775,2265.247856,2388.251518,2265.347069,2092.774596,2087.332096,NonAnalog,NonAnalog,NonAnalog,Analog,Analog,0.728926374,0.726088429,0.698198299,0.758783312,0.705667567,0.999725051,0.994350678,0.999823236,0.999941384,0.999466219,0.785004958,0.793536779,0.753772289,0.829978405,0.75914147,0.977904151,0.987122573,0.975307265,0.97476577,0.982415822,0.92026,0.92497,0.896266667,0.892026667,0.89206,0.84452,0.974266667,0.857393333,0.85034,0.920733333,0.779282799,0.00271104,0.969030942,0.003963273
2000400,Lake or Pond,495368.9805,5003213.13,Anoka,Y,1,1.258507742,5,45.8752,1918.453501,1955.268781,1914.736457,1938.454202,1811.722968,2389.358453,2519.848045,2390.365072,2214.155017,2212.039581,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.723372925,0.751042885,0.728969448,0.756829498,0.750006345,0.999815064,0.996342764,0.999902654,0.99996281,0.999701292,0.814284167,0.83842672,0.819015761,0.834465851,0.833568956,0.782379483,0.875694743,0.726669846,0.755623627,0.78953589,0.975683333,0.981513333,0.978683333,0.98501,0.980686667,0.86692,0.941696667,0.87161,0.867876667,0.867613333,0.819878395,0.001686548,0.785123802,0.077948857
2000500,Lake or Pond,492958.6663,5002514.791,Anoka,Y,1,0.62185567,1.5,32.6897,1933.77639,1971.260174,1931.201118,1954.224179,1828.209355,2405.948799,2537.868795,2407.144546,2231.560325,2229.786853,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.627511629,0.667705613,0.645250945,0.66769941,0.668047947,0.999725627,0.994797793,0.999861116,0.999945485,0.999576694,0.631565701,0.667619151,0.649788054,0.654588182,0.664525912,0.521412154,0.679718706,0.445075867,0.477023989,0.52389567,0.689893333,0.73184,0.720876667,0.71841,0.73566,0.63937,0.727356667,0.675673333,0.664926667,0.6533,0.660582335,0.007221113,0.666277009,0.103190598
2000600,Lake or Pond,494460.8242,5001105.981,Anoka,Y,1,1.302719735,5,50.0948,2030.384533,2065.920478,2037.483564,2056.580963,1923.356875,2509.195941,2651.232163,2513.706538,2328.925591,2325.427354,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog,0.943331987,0.956366611,0.958303304,0.950206456,0.956396218,0.999977055,0.999520999,0.999990099,0.999996051,0.99996462,0.917606265,0.919517837,0.925342235,0.922193026,0.925651272,0.72273839,0.828674428,0.612288956,0.694922675,0.702128638,0.975943333,0.95698,0.979176667,0.9724,0.968396667,0.854226667,0.85589,0.864193333,0.857676667,0.860196667,0.92524189,7.26E-04,0.738060811,0.113962215
2000700,Lake or Pond,491397.8256,5001777.571,Anoka,Y,1,0.558478261,1.5,54.8147,1945.454083,1988.41855,1946.246936,1969.345972,1842.612384,2421.345687,2553.226248,2425.822894,2248.806929,2250.062177,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.750482013,0.788827653,0.772425553,0.789504844,0.787811298,0.999857725,0.997347135,0.999931802,0.999970516,0.999797555,0.733224568,0.762851591,0.753035976,0.752339271,0.760350849,0.592280468,0.733202763,0.502686646,0.541300804,0.577075268,0.711576667,0.7187,0.697576667,0.72087,0.710296667,0.559303333,0.558513333,0.573733333,0.562276667,0.55415,0.763920504,0.006184277,0.701154708,0.100649672
2002600,Lake or Pond,491522.891,5022022.941,Anoka,Y,1,1.073605522,3.05,39.2435,1913.475687,1949.384248,1920.167694,1935.397709,1807.859938,2375.447483,2498.838033,2372.804146,2201.602415,2191.262716,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.654371287,0.693620474,0.6969069,0.69031431,0.688105318,0.999701496,0.994265916,0.999830912,0.999932999,0.999446648,0.739301158,0.776342125,0.77309877,0.763568508,0.767203922,0.724257765,0.83768308,0.670649738,0.695980328,0.743988382,0.965016667,0.975856667,0.96894,0.969933333,0.962916667,0.879593333,0.964033333,0.883553333,0.878776667,0.88172,0.75704063,0.002652391,0.761715354,0.078541304
2004200,Lake or Pond,486945.324,5016905.783,Anoka,Y,1,1.898448566,10.05,51.1229,1767.778133,1807.202509,1766.52839,1780.943687,1664.379072,2229.772498,2342.309398,2224.039529,2053.74758,2047.898357,Analog,NonAnalog,Analog,Analog,Analog,0.373444546,0.374871777,0.360471722,0.421846604,0.379784765,0.998446886,0.968249204,0.998878764,0.999604171,0.996635816,0.36402422,0.362589035,0.34808664,0.457427146,0.381874733,0.934346929,0.955427686,0.932279951,0.925481676,0.950082208,0.648916667,0.66243,0.726213333,0.723986667,0.736026667,0.798343333,0.834293333,0.841093333,0.7954,0.885146667,0.390798227,0.003740383,0.939514528,0.004876047
2005300,Lake or Pond,482559.9597,5011560.083,Anoka,Y,1,2.698723268,15.8,59.2544,1816.393736,1853.790371,1817.682735,1833.758471,1705.34527,2292.787487,2413.352598,2293.892955,2113.719569,2109.572546,NonAnalog,NonAnalog,NonAnalog,Analog,Analog,0.663094149,0.672667707,0.662025143,0.708471875,0.657380345,0.999702671,0.993351078,0.999821211,0.999933841,0.999395824,0.754712631,0.778646358,0.760647969,0.814169024,0.751659059,0.959077379,0.977860309,0.95241131,0.95456187,0.967253516,0.913883333,0.884896667,0.851923333,0.875423333,0.865956667,0.862736667,0.975586667,0.86282,0.873726667,0.908656667,0.766444522,0.002297497,0.941636125,0.013728576
2008400,Lake or Pond,473061.835,5006368.734,Anoka,Y,1,2.133528421,5.06,109.9689,1976.496477,2006.390959,1978.434026,1992.774255,1864.243931,2449.159829,2579.014409,2446.021856,2268.69821,2261.80701,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog,0.974997119,0.975831419,0.977540895,0.97495742,0.976419176,0.999988801,0.99974538,0.999993673,0.99999754,0.999978868,0.9848441,0.985394494,0.985698085,0.984941156,0.985521011,0.959914901,0.978312405,0.940508635,0.953146291,0.958492172,0.99749,0.996633333,0.996736667,0.995566667,0.9971,0.884083333,0.887766667,0.894933333,0.888386667,0.888616667,0.981764712,1.03E-04,0.886648325,0.053098264
2009100,Lake or Pond,473692.683,5022636.811,Anoka,Y,1,2.622070253,6.4,54.8945,1726.711569,1757.570993,1730.10309,1738.349413,1618.384613,2181.537527,2290.460689,2175.49496,2010.494221,2000.414,Analog,NonAnalog,Analog,Analog,Analog,0.385391129,0.379265749,0.377359124,0.413651889,0.372864395,0.997890981,0.960347526,0.998367171,0.999448664,0.995231138,0.348483882,0.335714038,0.343154707,0.404641336,0.337891585,0.969059575,0.972734082,0.970246593,0.965371405,0.976782709,0.642006667,0.57089,0.605426667,0.74777,0.594913333,0.916323333,0.942043333,0.91248,0.839593333,0.91691,0.361954014,0.002842001,0.973264038,4.96E-04
3028700,Lake or Pond,291817.4582,5194740.795,Becker,Y,0,4.655283038,9.8,27.3331,1559.135253,1570.996112,1583.073708,1581.702236,1461.231579,1974.008677,2081.603872,1980.172231,1832.403243,1811.795654,Analog,Analog,Analog,Analog,Analog,0.181119674,0.187542996,0.188089842,0.187561913,0.178782433,0.953913055,0.691272855,0.963483503,0.988525198,0.914664649,0.148037226,0.145413051,0.14305112,0.150629867,0.142025559,0.974207639,0.792138062,0.978160179,0.983528037,0.962951334,0.12073381,0.113937778,0.117593571,0.11775645,0.113256667,0.937236667,0.728665714,0.910536667,0.910316667,0.912866667,0.147167007,0.001454899,0.962694309,4.48E-04
3035900,Lake or Pond,278935.0158,5183810.998,Becker,Y,0,2.304486007,8.215,45.4778,1623.823154,1623.048522,1640.325143,1639.811406,1518.195879,2018.827352,2128.362935,2031.941663,1886.625956,1865.479127,Analog,Analog,Analog,Analog,Analog,0.153184943,0.156696257,0.157814791,0.136011162,0.144302913,0.958473648,0.722246557,0.972100473,0.989145072,0.932696804,0.101222019,0.09915719,0.100936987,0.090130309,0.094024352,0.961549479,0.860295097,0.96626738,0.967155049,0.958887597,0.046093333,0.038093333,0.03746,0.035576667,0.040386667,0.873663333,0.808223333,0.86511,0.881846667,0.89019,0.104411349,8.57E-04,0.956957496,3.11E-04
3036000,Lake or Pond,280357.3017,5184987.564,Becker,Y,0,2.666774458,4.9,37.7049,1487.78899,1479.800335,1497.971141,1497.493009,1377.107903,1879.449553,1981.994656,1888.07515,1746.308883,1729.456129,Analog,Analog,Analog,Analog,Analog,0.084480062,0.086010725,0.081490075,0.076474196,0.077048618,0.744052056,0.327487341,0.776831075,0.906659641,0.636210953,0.125160261,0.130409293,0.126543877,0.130189251,0.127633531,0.872261289,0.296938981,0.896399838,0.954792248,0.768955572,0.0716,0.039823333,0.05823,0.06885,0.050643333,0.912123333,0.164963333,0.931143333,0.95608,0.687356667,0.117049732,0.001421738,0.815020137,0.002257249
3036300,Lake or Pond,282167.9589,5184513.077,Becker,Y,0,3.076574074,6.4,75.4711,1610.837417,1605.248203,1623.459855,1625.329425,1501.062912,2003.523762,2111.806226,2014.262757,1870.027057,1850.293242,Analog,Analog,Analog,Analog,Analog,0.311444158,0.307193975,0.303964651,0.2734765,0.284425884,0.980171372,0.84477784,0.985499687,0.994683177,0.966222995,0.228064939,0.220643446,0.217818573,0.203978824,0.20694177,0.985387573,0.926102239,0.987145648,0.988172985,0.983036276,0.1289,0.130163333,0.15584,0.15141,0.145916667,0.93373,0.887896667,0.91774,0.926956667,0.934473333,0.226284443,0.003286925,0.981978995,7.31E-05
3037700,Lake or Pond,278329.0952,5178589.81,Becker,Y,0,2.353666667,3.1,32.4903,1494.455478,1484.74418,1498.143448,1497.983699,1385.561606,1879.725982,1984.152648,1887.923288,1748.416209,1732.635114,Analog,Analog,Analog,Analog,Analog,0.067005852,0.067378348,0.063559293,0.059922482,0.061493002,0.6890248,0.276109602,0.726417202,0.883613163,0.581805264,0.091484294,0.099118765,0.096188684,0.096290361,0.092380942,0.834756221,0.243428677,0.863892816,0.940418733,0.723956749,0.036063333,0.03176,0.052746667,0.048056667,0.074313333,0.888746667,0.209063333,0.93045,0.959953333,0.692426667,0.087187008,8.49E-04,0.76963239,0.002854155
3038100,Lake or Pond,283887.3869,5185648.39,Becker,Y,0,3.245002198,7.77,75.4711,1531.198915,1533.668569,1552.369428,1546.630928,1427.640671,1933.612908,2037.392107,1940.028807,1796.314535,1776.609457,Analog,Analog,Analog,Analog,Analog,0.238067021,0.236527014,0.23419097,0.218229407,0.219320608,0.947615595,0.696645819,0.955187439,0.984160311,0.904876736,0.237029707,0.231435908,0.219780929,0.230274025,0.22499422,0.977289907,0.74280176,0.980564437,0.987865443,0.958989763,0.163373333,0.157953333,0.15388,0.155043333,0.141936667,0.948553333,0.780676667,0.947106667,0.9398,0.895753333,0.227254669,0.003693703,0.965280323,2.08E-04
3038600,Lake or Pond,284071.2023,5195154.076,Becker,Y,0,2.644978641,6.705,35.2217,1560.079556,1562.588085,1584.06711,1578.210438,1458.909301,1968.925589,2070.63424,1971.719776,1827.362599,1809.44237,Analog,Analog,Analog,Analog,Analog,0.106990642,0.111308974,0.112211952,0.100256487,0.102771668,0.911565757,0.537314377,0.925541465,0.973321826,0.846229464,0.086825921,0.085238772,0.082493894,0.086183847,0.082991291,0.952312201,0.651520265,0.958004581,0.968680914,0.932057209,0.023186667,0.02105,0.0227,0.022563333,0.02664,0.984213333,0.725233333,0.979783333,0.94133,0.98027,0.086956861,5.27E-04,0.934450206,6.35E-04
3038700,Lake or Pond,282239.0987,5194814.211,Becker,Y,0,2.6924,3.3528,35.2056,1503.633033,1502.421262,1519.312622,1515.888449,1398.908698,1894.609741,1995.314689,1903.911485,1764.919796,1744.097962,Analog,Analog,Analog,Analog,Analog,0.086346914,0.088395146,0.085329873,0.080207053,0.080742237,0.776496218,0.363926617,0.810754054,0.920154565,0.675781075,0.110664794,0.112581799,0.107086303,0.112729383,0.109141091,0.8953585,0.358512346,0.916208195,0.958258838,0.814695124,0.0203,0.01616,0.021496667,0.034503333,0.05391,0.976643333,0.235606667,0.961173333,0.97837,0.84331,0.103604713,9.26E-04,0.848166295,0.001925594
3047500,Lake or Pond,278686.5035,5180620.475,Becker,Y,0,2.997572292,6.7,58.4443,1597.927398,1597.275093,1615.482728,1615.558184,1495.202275,1994.287737,2101.003022,2005.596053,1859.690501,1840.764953,Analog,Analog,Analog,Analog,Analog,0.221555729,0.224332949,0.223314072,0.200937214,0.210462928,0.966915638,0.766770383,0.976094914,0.991014416,0.944572793,0.160564365,0.157880125,0.156257847,0.150004626,0.15101355,0.978028987,0.87551096,0.981062727,0.983339552,0.973816974,0.110213333,0.1013,0.112213333,0.121646667,0.11831,0.9384,0.792246667,0.940353333,0.936886667,0.942156667,0.166403172,0.001583768,0.9733989,1.34E-04
3050000,Lake or Pond,272108.1911,5181382.431,Becker,Y,0,3.909420905,6.7,27.6587,1573.836907,1570.884816,1585.99702,1588.392861,1467.322532,1964.68224,2070.556324,1976.051558,1832.108088,1811.43487,Analog,Analog,Analog,Analog,Analog,0.162918654,0.16423761,0.161365806,0.155738436,0.155373163,0.935632939,0.646738904,0.952614077,0.982977207,0.896831401,0.124064721,0.122715774,0.120741429,0.12644946,0.119867281,0.966604192,0.756907324,0.972866811,0.97963117,0.955280723,0.03929,0.036453333,0.036033333,0.04303,0.03141,0.943226667,0.738743333,0.92951,0.904653333,0.931473333,0.124627736,8.72E-04,0.953790955,5.73E-04
3050300,Lake or Pond,273249.5288,5180367.732,Becker,Y,0,3.955167273,6.71,33.2254,1530.945296,1528.60809,1546.778867,1542.567366,1426.731327,1923.913571,2024.619231,1933.187152,1790.03756,1770.858131,Analog,Analog,Analog,Analog,Analog,0.150626796,0.150329572,0.149191277,0.144648359,0.143295476,0.898913886,0.553801965,0.918433611,0.969253913,0.839033239,0.149823986,0.150987143,0.145285931,0.157474808,0.147018661,0.95589673,0.596162874,0.964864292,0.979145363,0.925545908,0.177306667,0.184226667,0.160443333,0.16398,0.1698,0.945383333,0.33024,0.94045,0.936786667,0.926343333,0.145519799,0.00129669,0.932850755,9.04E-04
3057600,Lake or Pond,266513.5936,5183835.341,Becker,Y,0,5.343870615,12.115,40.0909,1551.020077,1554.174479,1566.486353,1572.469748,1450.519728,1952.729326,2053.476526,1964.002475,1811.103177,1793.074289,Analog,Analog,Analog,Analog,Analog,0.236211909,0.239127875,0.231781608,0.233642388,0.2256729,0.956008047,0.710604801,0.966523973,0.987551476,0.918860135,0.196623918,0.190799536,0.18900364,0.199217798,0.185727756,0.977916196,0.769213051,0.982062813,0.987200018,0.963756977,0.097936667,0.101636667,0.12478,0.149143333,0.144311667,0.89895,0.607823333,0.873363333,0.877163333,0.882313333,0.198816459,0.003313558,0.966799396,3.50E-04
3058200,Lake or Pond,263241.1885,5180061.453,Becker,Y,0,3.096254902,6.705,44.5934,1549.732052,1543.852807,1558.374907,1559.340932,1440.925871,1936.77587,2041.676889,1945.872017,1807.258684,1787.339487,Analog,Analog,Analog,Analog,Analog,0.146646403,0.145161168,0.140666239,0.133320051,0.13520762,0.905114585,0.5747782,0.924002889,0.972172351,0.853902456,0.128687378,0.128593262,0.125148918,0.131836896,0.125638036,0.957755283,0.650640804,0.96537864,0.977698921,0.936681896,0.017083333,0.018146667,0.0216,0.02272,0.01715,0.908196667,0.756023333,0.91689,0.89296,0.900986667,0.129797409,0.001046125,0.941580985,4.94E-04
3058800,Lake or Pond,260951.9244,5185361.482,Becker,Y,0,2.370292408,6.2,27.6805,1620.385896,1620.08055,1637.506516,1636.661641,1516.020653,2014.910338,2124.075455,2026.752685,1882.529385,1859.876537,Analog,Analog,Analog,Analog,Analog,0.113698024,0.118019991,0.119367041,0.103666798,0.109719786,0.940294106,0.643826046,0.959273606,0.984547148,0.90351426,0.074953111,0.074168601,0.075766378,0.068840742,0.07129125,0.94790348,0.809052891,0.954876172,0.957323806,0.943945288,0.024766667,0.019996667,0.020036667,0.025466667,0.02423,0.936936667,0.921596667,0.889016667,0.92613,0.95087,0.076345794,4.08E-04,0.939687603,6.60E-04
3059500,Lake or Pond,262694.9827,5184504.816,Becker,Y,0,2.334433657,5.79,29.3227,1535.544087,1528.895387,1542.4741,1543.994003,1424.815936,1919.70963,2023.855002,1929.19078,1789.935852,1772.405635,Analog,Analog,Analog,Analog,Analog,0.073543098,0.074364061,0.070904209,0.066182866,0.067287942,0.785437902,0.358730385,0.824398094,0.928768274,0.699025859,0.068768416,0.070038704,0.068167197,0.071568425,0.068909346,0.897673832,0.385948178,0.916780345,0.950782664,0.844726082,0.04951,0.052133333,0.04744,0.05092,0.056343333,0.9709,0.266776667,0.9611,0.952466667,0.927613333,0.068159299,4.00E-04,0.858346662,0.001837073
3060200,Lake or Pond,262768.0881,5182869.397,Becker,Y,0,3.482405122,6.4,29.3227,1535.544087,1528.895387,1542.4741,1543.994003,1424.815936,1919.70963,2023.855002,1929.19078,1789.935852,1772.405635,Analog,Analog,Analog,Analog,Analog,0.122901242,0.122157349,0.11798293,0.115165354,0.114076886,0.86598312,0.492118634,0.891643976,0.959911368,0.805655106,0.118479483,0.121125363,0.119295478,0.126690158,0.119922772,0.94106052,0.534918701,0.953267492,0.97322994,0.909226329,0.080116667,0.08537,0.07116,0.079576667,0.077233333,0.929686667,0.243316667,0.928493333,0.92012,0.908253333,0.117371578,8.58E-04,0.91479533,0.001246841
4000700,Lake or Pond,386010.2932,5261705.448,Beltrami,Y,0,2.02823,5.18,30.0221,1579.897001,1596.559382,1608.825572,1596.338492,1488.425444,1977.687716,2079.949787,1994.972501,1848.159054,1835.287289,Analog,Analog,Analog,Analog,Analog,0.078508479,0.082105711,0.086711852,0.077792752,0.079961357,0.882649631,0.495000673,0.921779649,0.963661741,0.841483467,0.052551076,0.05160061,0.052173134,0.051082961,0.050846774,0.925065273,0.628498131,0.938119263,0.947019854,0.91567,0.021656667,0.021860952,0.025736667,0.02165,0.02551,0.83859,0.486596667,0.84465,0.80305,0.819566667,0.055038347,2.82E-04,0.90942482,9.79E-04
4001100,Lake or Pond,389881.5343,5266872.332,Beltrami,Y,0,3.813155556,5.49,18.0134,1551.218484,1572.481634,1574.056164,1565.429907,1466.153618,1958.003212,2055.442199,1970.797856,1819.552328,1810.829449,Analog,Analog,Analog,Analog,Analog,0.120661826,0.122827017,0.126169818,0.130532524,0.128315351,0.912619275,0.55699127,0.936802279,0.973438657,0.873999312,0.103481915,0.103313436,0.09989433,0.104645559,0.099032471,0.95630818,0.656845654,0.965308809,0.97418885,0.944729757,0.051273333,0.046406667,0.04691,0.04952,0.040306667,0.915163333,0.596396667,0.89372,0.886846667,0.879516667,0.10133665,7.31E-04,0.936672436,0.001170297
4001500,Lake or Pond,384244.5832,5262691.001,Beltrami,Y,0,2.488284444,3.4,15.8043,1579.897001,1596.559382,1608.825572,1596.338492,1488.425444,1977.687716,2079.949787,1994.972501,1848.159054,1835.287289,Analog,Analog,Analog,Analog,Analog,0.076917626,0.080724077,0.085874438,0.079153793,0.080100059,0.880330937,0.490382997,0.921010425,0.964315103,0.841734593,0.055489109,0.055084828,0.056013792,0.056111484,0.054920284,0.928955466,0.644465855,0.942337624,0.951782092,0.921744243,0.06111,0.058303333,0.069403333,0.061333333,0.060803333,0.885906667,0.652046667,0.872106667,0.871653333,0.85267,0.056593361,2.61E-04,0.909301056,0.001730603
4003000,Lake or Pond,383263.2813,5253299.763,Beltrami,Y,0,3.376936073,6.4,36.0916,1554.472527,1569.359451,1577.685415,1573.235317,1462.279987,1954.745408,2058.295553,1975.166152,1822.30736,1810.292544,Analog,Analog,Analog,Analog,Analog,0.144244279,0.148645039,0.149260096,0.146191521,0.145359549,0.923082002,0.60930521,0.949925973,0.978007443,0.890424358,0.122058124,0.119905533,0.116525885,0.120929026,0.116077704,0.962699561,0.709267959,0.971597598,0.9780578,0.952875799,0.020106667,0.015983333,0.020296667,0.028366667,0.024636667,0.90786,0.70197,0.905816667,0.886833333,0.90879,0.121448232,8.10E-04,0.950526238,4.87E-04
4003100,Lake or Pond,383397.8927,5264660.4,Beltrami,Y,0,2.16488,2.44,19.0518,1519.312605,1528.823265,1538.903832,1531.675743,1423.199164,1905.557581,2004.585046,1922.110234,1778.582464,1773.026926,Analog,Analog,Analog,Analog,Analog,0.051664683,0.05387766,0.053065747,0.050184387,0.050677596,0.687231133,0.268565635,0.758088571,0.87824098,0.636118085,0.054395491,0.055088031,0.05123099,0.052939149,0.051325191,0.837748405,0.267596386,0.879226851,0.925944579,0.799549191,0.06967,0.05708,0.061076667,0.06126,0.060703333,0.88419,0.332936667,0.911406667,0.953366667,0.861156667,0.050982959,2.63E-04,0.786974738,0.003905549
4003200,Lake or Pond,385138.8669,5268671.869,Beltrami,Y,0,2.95439931,5.94,10.0108,1592.543719,1608.508133,1615.936938,1611.198737,1501.524207,1993.637397,2099.30982,2012.511757,1861.237656,1847.32138,Analog,Analog,Analog,Analog,Analog,0.092608166,0.097983365,0.100936521,0.09728813,0.098467595,0.914736456,0.564391862,0.947035295,0.977238543,0.881760551,0.065762533,0.066209807,0.067423522,0.068338047,0.067259271,0.94331587,0.736359547,0.953917823,0.95958255,0.939661833,0.064046667,0.06872,0.058442857,0.065810952,0.058283333,0.75077,0.51913,0.738113333,0.75535,0.734343333,0.067427673,4.35E-04,0.925950137,0.001793885
4003800,Lake or Pond,375450.7932,5257031.407,Beltrami,Y,0,3.332047664,5.5,32.8712,1559.527475,1578.532981,1580.389296,1576.086499,1466.479413,1959.931197,2064.513141,1979.868181,1827.285515,1814.817485,Analog,Analog,Analog,Analog,Analog,0.13728906,0.140495598,0.141215762,0.142435717,0.138522083,0.922772813,0.604916889,0.94982624,0.978400565,0.889645972,0.11271194,0.11128358,0.108412173,0.112196103,0.107995555,0.961331544,0.714481,0.970195883,0.976617068,0.952075704,0.037306667,0.036136667,0.032323333,0.05309,0.036953333,0.927693333,0.724846667,0.925373333,0.908743333,0.923976667,0.112844352,6.97E-04,0.94907539,5.37E-04
4004200,Lake or Pond,382452.2371,5257389.436,Beltrami,Y,0,3.59,4.9,25.4363,1554.472527,1569.359451,1577.685415,1573.235317,1462.279987,1954.745408,2058.295553,1975.166152,1822.30736,1810.292544,Analog,Analog,Analog,Analog,Analog,0.129468365,0.134094979,0.135113974,0.133900079,0.131996719,0.913709041,0.580404406,0.944107962,0.975700411,0.879014976,0.108955949,0.107527114,0.104899077,0.109812747,0.104559263,0.957806077,0.683283613,0.968147816,0.975592717,0.94731222,0.013143333,0.013266667,0.011416667,0.01091,0.010253333,0.92352,0.64786,0.910576667,0.904296667,0.91309,0.107987776,6.67E-04,0.942953262,7.87E-04
4006900,Lake or Pond,378765.6053,5287832.935,Beltrami,Y,0,2.660000296,7.32,54.815,1544.266812,1561.359863,1570.417312,1560.928171,1448.033385,1940.510504,2045.054597,1963.651496,1801.69087,1797.2389,Analog,Analog,Analog,Analog,Analog,0.141576407,0.144266157,0.146046061,0.138159927,0.136024306,0.908710259,0.554754317,0.940906006,0.972385884,0.868729712,0.127842188,0.124579996,0.117540133,0.120306333,0.118992932,0.958446813,0.617026616,0.969200019,0.976816242,0.943530732,0.09134,0.089156667,0.101856667,0.072783333,0.09465,0.940846667,0.6971,0.927326667,0.898743333,0.938876667,0.127164252,0.001263105,0.945281413,3.58E-04
